customer_tweet_id,brand_tweet_id,customer_text_raw,customer_text,brand_text_raw,brand_text,links,brand,created_at_customer,created_at_brand
58768,58766,"@115830 waited in all day for delivery, guaranteed by 8pm. Just informed now could be up to 6 Nov. Tracked driver today, was within 100 yards from our house!!!! What went wrong!?! Need item asap, please resolve!","waited in all day for delivery, guaranteed by 8pm. Just informed now could be up to 6 Nov. Tracked driver today, was within 100 yards from our house!!!! What went wrong!?! Need item asap, please resolve!",@129378 I'm sorry for the wait! We'd like to look at this with you. Please call or chat with us here: https://t.co/JzP7hlA23B ^MH,I'm sorry for the wait! We'd like to look at this with you. Please call or chat with us here: https://t.co/JzP7hlA23B,https://t.co/JzP7hlA23B,AmazonHelp,Wed Nov 01 20:33:20 +0000 2017,Wed Nov 01 20:36:30 +0000 2017
58767,58769,"@AmazonHelp Hi, spoke to alyssia yday evening who guaranteed it would arrive today. Am I able to track it? The usual tracking page is just as the attached image https://t.co/LJTVLYBxKm","Hi, spoke to alyssia yday evening who guaranteed it would arrive today. Am I able to track it? The usual tracking page is just as the attached image https://t.co/LJTVLYBxKm",@129378 Did she email you after the call? What exactly was advised? ^PK,Did she email you after the call? What exactly was advised?,,AmazonHelp,Thu Nov 02 11:14:33 +0000 2017,Thu Nov 02 11:23:25 +0000 2017
58770,58771,"@AmazonHelp Yes she sent me an email which included the sentence ""Your parcel will go back out for delivery on the 2 November 2017"" (that was a direct copy and paste). So.... Can I track it please?","Yes she sent me an email which included the sentence ""Your parcel will go back out for delivery on the 2 November 2017"" (that was a direct copy and paste). So.... Can I track it please?",@129378 We do not have access to the tracking info over Twitter. Please call or chat in using this link: https://t.co/JzP7hlA23B,We do not have access to the tracking info over Twitter. Please call or chat in using this link: https://t.co/JzP7hlA23B,https://t.co/JzP7hlA23B,AmazonHelp,Thu Nov 02 11:25:55 +0000 2017,Thu Nov 02 11:42:32 +0000 2017
58772,58773,@AmazonHelp Done. Still not arrived. Not expecting it to. How disappointing Amazon,Done. Still not arrived. Not expecting it to. How disappointing Amazon,@129378 Hmm... Did you reach out to use to us using the link provided by the previous representative? ^MJ,Hmm... Did you reach out to use to us using the link provided by the previous representative?,,AmazonHelp,Thu Nov 02 16:49:30 +0000 2017,Thu Nov 02 16:56:33 +0000 2017
58774,58775,@AmazonHelp Just now - yes. I sent a message. But shouldn't have to!!!,Just now - yes. I sent a message. But shouldn't have to!!!,"@129378 For the quickest assistance, we recommend phone or chat. Please keep us posted; we'd like to know this is taken care of! ^KL","For the quickest assistance, we recommend phone or chat. Please keep us posted; we'd like to know this is taken care of!",,AmazonHelp,Thu Nov 02 16:58:53 +0000 2017,Thu Nov 02 17:10:11 +0000 2017
58778,58777,Hey @115821 there should be no reason why my items should keep arriving bent and bruised up. Please package things more carefully. https://t.co/6YR1Xf7Aym,Hey there should be no reason why my items should keep arriving bent and bruised up. Please package things more carefully. https://t.co/6YR1Xf7Aym,@129379 So sorry Lana! Our packaging team would love to hear your feedback. Please provided that here: https://t.co/EfZQw8kWI5 ^LS,So sorry Lana! Our packaging team would love to hear your feedback. Please provided that here: https://t.co/EfZQw8kWI5,https://t.co/EfZQw8kWI5,AmazonHelp,Wed Nov 01 20:29:50 +0000 2017,Wed Nov 01 20:36:00 +0000 2017
58781,58779,"Why spend money to replace it when I didn't have any luck with my first purchase? You can keep your 10% off @115821, I'm cancelling Prime.","Why spend money to replace it when I didn't have any luck with my first purchase? You can keep your 10% off , I'm cancelling Prime.",@129380 I'm sorry for the poor experience. Let's see if we can get it working again using these tips: https://t.co/cL4ZdjaHhV ^FD,I'm sorry for the poor experience. Let's see if we can get it working again using these tips: https://t.co/cL4ZdjaHhV,https://t.co/cL4ZdjaHhV,AmazonHelp,Wed Nov 01 20:29:31 +0000 2017,Wed Nov 01 20:34:00 +0000 2017
59520,59518,@115850 When will iPhone X will be back in stock?,When will iPhone X will be back in stock?,@129576 on the product page and you'll receive an email once the item is back in stock. 2/2 ^HD,on the product page and you'll receive an email once the item is back in stock. 2/2,,AmazonHelp,Wed Nov 01 20:53:49 +0000 2017,Wed Nov 01 20:58:00 +0000 2017
59519,59521,@AmazonHelp are you going to keep the availability to limited pincodes like flipkart? They have the device available to buy.,are you going to keep the availability to limited pincodes like flipkart? They have the device available to buy.,"@129576 You'll be able to see the availability of that particular to your pincode once it is back in stock, Karan. ^HD","You'll be able to see the availability of that particular to your pincode once it is back in stock, Karan.",,AmazonHelp,Wed Nov 01 21:02:58 +0000 2017,Wed Nov 01 21:10:08 +0000 2017
59524,59523,@115850 have cheated &amp; delivered a duplicate product of @7166 which is different from the original product as displayed. https://t.co/MnarBn5yN0,have cheated & delivered a duplicate product of which is different from the original product as displayed. https://t.co/MnarBn5yN0,@129577 Sorry about this experience. Please report this to our team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,Sorry about this experience. Please report this to our team here: https://t.co/TdDksLo6Mf and we'll look into this.,https://t.co/TdDksLo6Mf,AmazonHelp,Wed Nov 01 20:55:23 +0000 2017,Wed Nov 01 20:57:27 +0000 2017
59520,59522,@115850 When will iPhone X will be back in stock?,When will iPhone X will be back in stock?,"@129576 We haven't made an announcement on that yet. However, you can click on ""Email Me"" option 1/2 ^HD","We haven't made an announcement on that yet. However, you can click on ""Email Me"" option 1/2",,AmazonHelp,Wed Nov 01 20:53:49 +0000 2017,Wed Nov 01 20:57:27 +0000 2017
59526,59525,"@115821 is it possible to renew and pay for Prime membership early, a few months before it needs to be renewed? how do I do that?","is it possible to renew and pay for Prime membership early, a few months before it needs to be renewed? how do I do that?",@129578 This is currently not an option we provide for our prime memberships. You can see our options here: https://t.co/WQbY00shLo ^HM,This is currently not an option we provide for our prime memberships. You can see our options here: https://t.co/WQbY00shLo,https://t.co/WQbY00shLo,AmazonHelp,Wed Nov 01 20:43:39 +0000 2017,Wed Nov 01 20:55:30 +0000 2017
59533,59531,"4 years later and @115821 still hasn't retained instructions on how to leave packages at my apartment for me.
👏👏👏",4 years later and still hasn't retained instructions on how to leave packages at my apartment for me. 👏👏👏,"@129580 So sorry about this, Matt! We're here to help! Could you tell us the carrier for delivery?: https://t.co/Y5jpI9gRhE ^VB","So sorry about this, Matt! We're here to help! Could you tell us the carrier for delivery?: https://t.co/Y5jpI9gRhE",https://t.co/Y5jpI9gRhE,AmazonHelp,Wed Nov 01 20:49:19 +0000 2017,Wed Nov 01 20:55:01 +0000 2017
59536,59535,@AmazonHelp I got it sorted. Thanks for the help.,I got it sorted. Thanks for the help.,@129581 Anytime! We're here to help! ^HS,Anytime! We're here to help!,,AmazonHelp,Wed Nov 01 20:47:56 +0000 2017,Wed Nov 01 20:53:27 +0000 2017
59541,59539,@AmazonHelp my prime parcel should have been delivered today and still no sign? Item was needed for a present but no show,my prime parcel should have been delivered today and still no sign? Item was needed for a present but no show,"@129582 I'm so sorry your parcel hasn't arrived, Laura! Have you received an updated delivery date? ^WJ","I'm so sorry your parcel hasn't arrived, Laura! Have you received an updated delivery date?",,AmazonHelp,Wed Nov 01 20:47:18 +0000 2017,Wed Nov 01 20:52:31 +0000 2017
59540,59542,@AmazonHelp @AmazonHelp no it just says it will be delivered today,no it just says it will be delivered today,"@129582 If your order hasn't arrived by tomorrow at 21:00, please contact us here for available options: https://t.co/JzP7hlA23B ^LR","If your order hasn't arrived by tomorrow at 21:00, please contact us here for available options: https://t.co/JzP7hlA23B",https://t.co/JzP7hlA23B,AmazonHelp,Wed Nov 01 20:53:54 +0000 2017,Wed Nov 01 21:13:33 +0000 2017
59544,59545,@AmazonHelp @AmazonHelp Still no sign of my item that should have arrived Wednesday....not impressed,Still no sign of my item that should have arrived Wednesday....not impressed,@129582 I'm sorry your order hasn't arrived. When you contacted us with the link provided yesterday what options did we provide? ^LR,I'm sorry your order hasn't arrived. When you contacted us with the link provided yesterday what options did we provide?,,AmazonHelp,Thu Nov 02 21:23:28 +0000 2017,Thu Nov 02 21:34:38 +0000 2017
59546,59547,@AmazonHelp To message the courier &amp; hope they pick it up tomorrow &amp; deliver (3 days late) &amp; a free month prime membership...which doesn't deliver item!,To message the courier & hope they pick it up tomorrow & deliver (3 days late) & a free month prime membership...which doesn't deliver item!,"@129582 We understand the frustration, Laura. Were you able to contact the courier in order to reschedule a redelivery? ^JD","We understand the frustration, Laura. Were you able to contact the courier in order to reschedule a redelivery?",,AmazonHelp,Thu Nov 02 21:36:16 +0000 2017,Thu Nov 02 21:46:39 +0000 2017
59550,59549,@AmazonHelp i just ordered this light and after i placed my order it changed my 2 day shipping to next monday ??? https://t.co/RvLY0Ro5Ga,i just ordered this light and after i placed my order it changed my 2 day shipping to next monday ??? https://t.co/RvLY0Ro5Ga,"@129583 (2/2) While we strive to ship items as quickly as possible, some orders may take extra time to process. ^WT","(2/2) While we strive to ship items as quickly as possible, some orders may take extra time to process.",,AmazonHelp,Wed Nov 01 20:39:21 +0000 2017,Wed Nov 01 20:51:00 +0000 2017
59550,59551,@AmazonHelp i just ordered this light and after i placed my order it changed my 2 day shipping to next monday ??? https://t.co/RvLY0Ro5Ga,i just ordered this light and after i placed my order it changed my 2 day shipping to next monday ??? https://t.co/RvLY0Ro5Ga,@129583 I'm sorry for the wait! Two-Day Shipping refers to transit speed in business days once an item's shipped. (1/2),I'm sorry for the wait! Two-Day Shipping refers to transit speed in business days once an item's shipped. (1/2),,AmazonHelp,Wed Nov 01 20:39:21 +0000 2017,Wed Nov 01 20:51:00 +0000 2017
59554,59552,Hey @AmazonHelp I need some help with Drive. Nowhere to get help on the site? Thanks.,Hey I need some help with Drive. Nowhere to get help on the site? Thanks.,@129584 We'd like to try to help in any way we can. Will you please tell us more about what's going on? ^CO,We'd like to try to help in any way we can. Will you please tell us more about what's going on?,,AmazonHelp,Wed Nov 01 20:46:54 +0000 2017,Wed Nov 01 20:49:29 +0000 2017
59559,59557,@115830 my order still hasn't arrived and deliver said it was due today. Please can you help.,my order still hasn't arrived and deliver said it was due today. Please can you help.,"@129586 If your parcel doesn't arrive by 21:00, Becca. Give us a shout here: https://t.co/JzP7hlA23B. We'd be happy to help. ^SK","If your parcel doesn't arrive by 21:00, Becca. Give us a shout here: https://t.co/JzP7hlA23B. We'd be happy to help.",https://t.co/JzP7hlA23B.,AmazonHelp,Wed Nov 01 20:43:59 +0000 2017,Wed Nov 01 20:48:03 +0000 2017
59558,59560,@AmazonHelp thanks! I've just sent an email :),thanks! I've just sent an email :),"@129586 For the quickest assistance, we recommend phone or chat. Please keep us posted; we'd like to know this is taken care of! ^KL","For the quickest assistance, we recommend phone or chat. Please keep us posted; we'd like to know this is taken care of!",,AmazonHelp,Wed Nov 01 21:26:44 +0000 2017,Wed Nov 01 21:50:26 +0000 2017
59563,59564,@AmazonHelp it's being investigated. I've tried to cancel and heard nothing else. Don't get how a gift card has taken this long! 😔,it's being investigated. I've tried to cancel and heard nothing else. Don't get how a gift card has taken this long! 😔,@129586 I certainly understand! Were you given a time frame for when you're suppose to hear something again? ^HC,I certainly understand! Were you given a time frame for when you're suppose to hear something again?,,AmazonHelp,Thu Nov 02 20:49:28 +0000 2017,Thu Nov 02 20:51:51 +0000 2017
59567,59566,"This is how I receive my parcels back from ATS, they literally treat these as garbages
#HearUsAmazon @115850 @115851 @127586 @2896 https://t.co/QuP8vX4MQh","This is how I receive my parcels back from ATS, they literally treat these as garbages #HearUsAmazon https://t.co/QuP8vX4MQh",@129587 Please connect with us here: https://t.co/dLwuvfKO4S and we'll look into it. 2/2 ^HD,Please connect with us here: https://t.co/dLwuvfKO4S and we'll look into it. 2/2,https://t.co/dLwuvfKO4S,AmazonHelp,Wed Nov 01 20:34:48 +0000 2017,Wed Nov 01 20:47:33 +0000 2017
59567,59568,"This is how I receive my parcels back from ATS, they literally treat these as garbages
#HearUsAmazon @115850 @115851 @127586 @2896 https://t.co/QuP8vX4MQh","This is how I receive my parcels back from ATS, they literally treat these as garbages #HearUsAmazon https://t.co/QuP8vX4MQh","@129587 Apologies for the trouble with the return of the packages, Manjunath. We'd like to take a closer look. 1/2 ^HD","Apologies for the trouble with the return of the packages, Manjunath. We'd like to take a closer look. 1/2",,AmazonHelp,Wed Nov 01 20:34:48 +0000 2017,Wed Nov 01 20:46:26 +0000 2017
59573,59572,"@115821 ""Package left in a secure location."" Really? My house is about 400' down the road. That's a ditch they're sitting in. https://t.co/gEtyDDG3iJ","""Package left in a secure location."" Really? My house is about 400' down the road. That's a ditch they're sitting in. https://t.co/gEtyDDG3iJ",@129589 Oh no! We'd like to help. Please click here: https://t.co/ACYX3he73O so a specialist can further assist.  ^NM,Oh no! We'd like to help. Please click here: https://t.co/ACYX3he73O so a specialist can further assist.,https://t.co/ACYX3he73O,AmazonHelp,Wed Nov 01 20:32:22 +0000 2017,Wed Nov 01 20:46:26 +0000 2017
59576,59574,@AmazonHelp Yes and if I would have known it wouldn’t be here today I wouldn’t have ordered,Yes and if I would have known it wouldn’t be here today I wouldn’t have ordered,@129590 We'd like to help! What's the current tracking and carrier shown here: https://t.co/Y5jpI9gRhE?  ^AG,We'd like to help! What's the current tracking and carrier shown here: https://t.co/Y5jpI9gRhE?,https://t.co/Y5jpI9gRhE,AmazonHelp,Wed Nov 01 20:41:09 +0000 2017,Wed Nov 01 20:45:26 +0000 2017
59581,59580,I expected something TODAY and now my delivery is for tomorrow by 8PM @AmazonHelp,I expected something TODAY and now my delivery is for tomorrow by 8PM,@129590 Oh no! Did we miss the delivery date given on the confirmation email when order was placed? ^BA,Oh no! Did we miss the delivery date given on the confirmation email when order was placed?,,AmazonHelp,Wed Nov 01 19:27:02 +0000 2017,Wed Nov 01 19:36:05 +0000 2017
59585,59582,".@115821 you have ppl calling for personal info, that comes off as fraudulent. And rude, she hung up when asked to verify herself.",". you have ppl calling for personal info, that comes off as fraudulent. And rude, she hung up when asked to verify herself.",@129591 Give us a shout here: https://t.co/hApLpMlfHN. We can look into your account and verify if that was us contacting you. ^SK,Give us a shout here: https://t.co/hApLpMlfHN. We can look into your account and verify if that was us contacting you.,https://t.co/hApLpMlfHN.,AmazonHelp,Wed Nov 01 20:36:40 +0000 2017,Wed Nov 01 20:45:26 +0000 2017
59584,59586,"@AmazonHelp So I logged on from another pc to ensure safety &amp; couldn't find this link, nor any way to communicate w ur customer svc.","So I logged on from another pc to ensure safety & couldn't find this link, nor any way to communicate w ur customer svc.",@129591 Hover over Need More Help and select Contact Us. (2/2) ^DG,Hover over Need More Help and select Contact Us. (2/2),,AmazonHelp,Thu Nov 02 04:13:43 +0000 2017,Thu Nov 02 04:31:00 +0000 2017
59584,59587,"@AmazonHelp So I logged on from another pc to ensure safety &amp; couldn't find this link, nor any way to communicate w ur customer svc.","So I logged on from another pc to ensure safety & couldn't find this link, nor any way to communicate w ur customer svc.","@129591 To contact us from the website, Click Help at the top of the page. Once there, scroll down to Browse Help Topics. (1/2) ^DG","To contact us from the website, Click Help at the top of the page. Once there, scroll down to Browse Help Topics. (1/2)",,AmazonHelp,Thu Nov 02 04:13:43 +0000 2017,Thu Nov 02 04:30:34 +0000 2017
60229,60228,Yoooo my free trial for amazon ended and they charged me $54! I’m sick.,Yoooo my free trial for amazon ended and they charged me $54! I’m sick.,@129771 I'm sorry for the unexpected charge! You may cancel your Prime membership via the following link: https://t.co/2tXsb4mRbe ^WM,I'm sorry for the unexpected charge! You may cancel your Prime membership via the following link: https://t.co/2tXsb4mRbe,https://t.co/2tXsb4mRbe,AmazonHelp,Wed Nov 01 21:07:11 +0000 2017,Wed Nov 01 21:11:00 +0000 2017
60232,60230,@115830 @@AmazonHelp @129773 just spent 40mins on sos to your agent and no closer am i to using a service you are charging me for,@ just spent 40mins on sos to your agent and no closer am i to using a service you are charging me for,"@129772 I'm sorry for the frustrating experience! Without providing personal information, what is the issue you are experiencing? ^TN","I'm sorry for the frustrating experience! Without providing personal information, what is the issue you are experiencing?",,AmazonHelp,Wed Nov 01 21:01:54 +0000 2017,Wed Nov 01 21:10:33 +0000 2017
60234,60235,@AmazonHelp I can't watch prime content on a AMAZON product but i can sideload kodi and watch anything for free 🤔🤔🤔 Are you people for real.,I can't watch prime content on a AMAZON product but i can sideload kodi and watch anything for free 🤔🤔🤔 Are you people for real.,@129772 You can see all compatible Amazon Video devices here: https://t.co/HyrAzF0NW9 ^AF,You can see all compatible Amazon Video devices here: https://t.co/HyrAzF0NW9,https://t.co/HyrAzF0NW9,AmazonHelp,Thu Nov 02 17:43:24 +0000 2017,Thu Nov 02 17:52:35 +0000 2017
60237,60238,"@AmazonHelp Cast to the firestick.
So can you tell me how im suppose to watch content on the tv?",Cast to the firestick. So can you tell me how im suppose to watch content on the tv?,@129772 When you attempt to play Amazon Video on your Fire Stick what happens? Are you getting an error message? ^VS,When you attempt to play Amazon Video on your Fire Stick what happens? Are you getting an error message?,,AmazonHelp,Thu Nov 02 17:56:13 +0000 2017,Thu Nov 02 18:06:35 +0000 2017
60242,60243,@AmazonHelp No im just seeing this on the firestick. I can play content on the mobile app but can no longer cast it to the firestick.,No im just seeing this on the firestick. I can play content on the mobile app but can no longer cast it to the firestick.,@129772 I'm sorry. The video benefits included with an Amazon Prime membership are only available within the UK. ^WT,I'm sorry. The video benefits included with an Amazon Prime membership are only available within the UK.,,AmazonHelp,Thu Nov 02 19:55:56 +0000 2017,Thu Nov 02 20:11:29 +0000 2017
60245,60246,@AmazonHelp Well how am i able to watch on my tablet or phone? And why are you advertising here? And why was i sold a firestick here that is no good,Well how am i able to watch on my tablet or phone? And why are you advertising here? And why was i sold a firestick here that is no good,@129772 We'd like to look into this with you! Please be sure to reach out via phone or chat here: https://t.co/JzP7hlA23B ^MT,We'd like to look into this with you! Please be sure to reach out via phone or chat here: https://t.co/JzP7hlA23B,https://t.co/JzP7hlA23B,AmazonHelp,Thu Nov 02 20:21:37 +0000 2017,Thu Nov 02 20:41:28 +0000 2017
60264,60262,"@AmazonHelp Hi, Delivery date keeps being pushed back on my order. I chose you over another company because I thought you were reliable 😞","Hi, Delivery date keeps being pushed back on my order. I chose you over another company because I thought you were reliable 😞",@129776 I'm sorry for this delay! Can you tell us what the delivery date was in the confirmation e-mail? https://t.co/58XPFzNGoE ^HS,I'm sorry for this delay! Can you tell us what the delivery date was in the confirmation e-mail? https://t.co/58XPFzNGoE,https://t.co/58XPFzNGoE,AmazonHelp,Wed Nov 01 20:29:54 +0000 2017,Wed Nov 01 21:04:00 +0000 2017
60265,60266,@AmazonHelp New order which showed an expected delivery date of October 10th. Still no product. I could have ordered it elsewhere and had it by now.,New order which showed an expected delivery date of October 10th. Still no product. I could have ordered it elsewhere and had it by now.,@129776 That's very strange! We'd like to take a closer look with you. Pls reach us via phone/chat here: https://t.co/JzP7hlA23B ^MT,That's very strange! We'd like to take a closer look with you. Pls reach us via phone/chat here: https://t.co/JzP7hlA23B,https://t.co/JzP7hlA23B,AmazonHelp,Wed Nov 01 21:14:16 +0000 2017,Wed Nov 01 21:19:36 +0000 2017
60269,60267,@AmazonHelp Day 3....STILL NO DELIVERY! Anyone else think this is pathetic? #Retailfail #EpicFail #PoorExperience #AmazonFail @115830,Day 3....STILL NO DELIVERY! Anyone else think this is pathetic? #Retailfail #EpicFail #PoorExperience #AmazonFail,"@129777 I'm sorry we let you down. Have you called us to report the delivery issue? If so, what options did we provide? ^CO","I'm sorry we let you down. Have you called us to report the delivery issue? If so, what options did we provide?",,AmazonHelp,Wed Nov 01 20:54:18 +0000 2017,Wed Nov 01 21:03:35 +0000 2017
60273,60271,LOL @115830 by far THE WORST experience! Waited all day for a delivery to be told...'yeah it's not coming...ah well' #EpicFail #Retailfail,LOL by far THE WORST experience! Waited all day for a delivery to be told...'yeah it's not coming...ah well' #EpicFail #Retailfail,"@129777 Sorry for the wait! Typically, late orders arrive the next day. If yours doesn't contact us here: https://t.co/JzP7hlA23B ^NN","Sorry for the wait! Typically, late orders arrive the next day. If yours doesn't contact us here: https://t.co/JzP7hlA23B",https://t.co/JzP7hlA23B,AmazonHelp,Mon Oct 30 21:51:22 +0000 2017,Mon Oct 30 23:01:34 +0000 2017
60276,60274,I cancelled an order from @115821 and they wont refund the credit card rewards I used to purchase. SO ANNOYED,I cancelled an order from and they wont refund the credit card rewards I used to purchase. SO ANNOYED,@129778 I'm sorry for the trouble! Reward Points refunds take up to 5 business days. More info here: https://t.co/nHXpFxFqq6 ^LJ,I'm sorry for the trouble! Reward Points refunds take up to 5 business days. More info here: https://t.co/nHXpFxFqq6,https://t.co/nHXpFxFqq6,AmazonHelp,Wed Nov 01 20:51:58 +0000 2017,Wed Nov 01 21:02:28 +0000 2017
60278,60277,"Ummm @115821, why would these two vibrators be added accessories for my T-Outliner trimmer replacement blade? https://t.co/ZLSnurmy84","Ummm , why would these two vibrators be added accessories for my T-Outliner trimmer replacement blade? https://t.co/ZLSnurmy84",@129779 Thank you for letting us know. We have reported this to the proper team. ^CO,Thank you for letting us know. We have reported this to the proper team.,,AmazonHelp,Wed Nov 01 20:52:21 +0000 2017,Wed Nov 01 21:00:20 +0000 2017
61025,61022,So I change my country of residence &amp; I get charged again for prime services without mentioning that before?!  #NotCool #UX 🤬  @116316,So I change my country of residence & I get charged again for prime services without mentioning that before?! #NotCool #UX 🤬,"@129964 Hi, the membership is renewing until you end it. You can manage your prime membership here: https://t.co/LyyyCwX4aK Regards ^MI","Hi, the membership is renewing until you end it. You can manage your prime membership here: https://t.co/LyyyCwX4aK Regards",https://t.co/LyyyCwX4aK,AmazonHelp,Wed Nov 01 21:20:29 +0000 2017,Wed Nov 01 21:25:00 +0000 2017
61023,61026,@AmazonHelp The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,@129964 (1/2) Other Amazon sites offer separate memberships to Amazon Prime for benefits at that particular site.,(1/2) Other Amazon sites offer separate memberships to Amazon Prime for benefits at that particular site.,,AmazonHelp,Wed Nov 01 21:35:52 +0000 2017,Wed Nov 01 21:59:27 +0000 2017
61023,61027,@AmazonHelp The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,@129964 (2/2) Benefits may differ from site to site and aren't transferable. I will forward your feedback regarding this. ^MI,(2/2) Benefits may differ from site to site and aren't transferable. I will forward your feedback regarding this.,,AmazonHelp,Wed Nov 01 21:35:52 +0000 2017,Wed Nov 01 22:00:00 +0000 2017
61035,61031,"Cried for 2 hrs straight this evening ‘cause neither @122232 or @AmazonHelp could be bothered to deliver to me. So yes, I am still pregnant.","Cried for 2 hrs straight this evening ‘cause neither or could be bothered to deliver to me. So yes, I am still pregnant.",@129967 I'm so sorry you didn't receive your package! Did we miss the date confirmed in the e-mail: https://t.co/AeITQOg79U? ^DG,I'm so sorry you didn't receive your package! Did we miss the date confirmed in the e-mail: https://t.co/AeITQOg79U?,https://t.co/AeITQOg79U,AmazonHelp,Wed Nov 01 20:56:15 +0000 2017,Wed Nov 01 21:23:00 +0000 2017
61033,61036,@AmazonHelp Can you find out if I’m getting my parcel today please?,Can you find out if I’m getting my parcel today please?,@129967 What is the latest tracking scan? Have you reached out to the courier for an update on the current status or your parcel? ^AX,What is the latest tracking scan? Have you reached out to the courier for an update on the current status or your parcel?,,AmazonHelp,Thu Nov 02 11:25:35 +0000 2017,Thu Nov 02 11:30:32 +0000 2017
61037,61038,@AmazonHelp I don’t know who the courier is. It says it’s coming today but it said that yesterday and the day before,I don’t know who the courier is. It says it’s coming today but it said that yesterday and the day before,"@129967 As we're unable to view your account via Twitter,pls contact here:https://t.co/JzP7hlA23B so we can look into this.^KM","As we're unable to view your account via Twitter,pls contact here:https://t.co/JzP7hlA23B so we can look into this.",https://t.co/JzP7hlA23B,AmazonHelp,Thu Nov 02 11:31:26 +0000 2017,Thu Nov 02 11:34:00 +0000 2017
61042,61040,"ah nuts
forgot to cancel amazon prime before the trial period ended
i bet that's how they get like half of their subs",ah nuts forgot to cancel amazon prime before the trial period ended i bet that's how they get like half of their subs,"@129968 We'd love to help! If you'd like to cancel your Prime membership, you can do so here: https://t.co/J7h4OePCdu ^AC","We'd love to help! If you'd like to cancel your Prime membership, you can do so here: https://t.co/J7h4OePCdu",https://t.co/J7h4OePCdu,AmazonHelp,Wed Nov 01 21:15:28 +0000 2017,Wed Nov 01 21:20:24 +0000 2017
61041,61043,@AmazonHelp even when i screwed up and forgot to cancel before my cc was charged for an additional year? (effective date was monday),even when i screwed up and forgot to cancel before my cc was charged for an additional year? (effective date was monday),"@129968 Yes, just click the link that was previously given to you. You will then be able to cancel your membership. ^AY","Yes, just click the link that was previously given to you. You will then be able to cancel your membership.",,AmazonHelp,Wed Nov 01 21:24:14 +0000 2017,Wed Nov 01 21:45:30 +0000 2017
61045,61044,Shoutout to whoever stole my Amazon package I hope you enjoy your kitty litter and tapestry ☹️☹️☹️,Shoutout to whoever stole my Amazon package I hope you enjoy your kitty litter and tapestry ☹️☹️☹️,@129969 I'm sorry for the missing order! Please reach out to us here and we'll be glad to investigate: https://t.co/hApLpMlfHN ^FJ,I'm sorry for the missing order! Please reach out to us here and we'll be glad to investigate: https://t.co/hApLpMlfHN,https://t.co/hApLpMlfHN,AmazonHelp,Wed Nov 01 21:06:03 +0000 2017,Wed Nov 01 21:19:36 +0000 2017
61047,61046,#AmazonIndia worst service. Almost a month has passed but my refund still not processed. Executive are giving fake assurance every time when I call them. They say that I am handling your concern from now and  when I call next time the new one say may I know your problem.,#AmazonIndia worst service. Almost a month has passed but my refund still not processed. Executive are giving fake assurance every time when I call them. They say that I am handling your concern from now and when I call next time the new one say may I know your problem.,@129970 I’m sorry about this experience. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^MK,I’m sorry about this experience. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you.,https://t.co/GIJyeYqKE0,AmazonHelp,Wed Nov 01 21:10:46 +0000 2017,Wed Nov 01 21:17:26 +0000 2017
57449,61048,@115830 The order status says it’s out for delivery and was expected to be delivered by 9pm. It’s now 9:15om and I still don’t have it,The order status says it’s out for delivery and was expected to be delivered by 9pm. It’s now 9:15om and I still don’t have it,"@129031 Thanks for keeping us posted, Lewis! Please contact us by Phone or Chat: https://t.co/JzP7hlA23B . Keep us posted! ^FR","Thanks for keeping us posted, Lewis! Please contact us by Phone or Chat: https://t.co/JzP7hlA23B . Keep us posted!",https://t.co/JzP7hlA23B,AmazonHelp,Wed Nov 01 21:13:53 +0000 2017,Wed Nov 01 21:17:00 +0000 2017
61050,61049,"We submitted our app to @116439 over 2 week’s ago; why is it still in progress? We’re very disappointed &amp; annoyed
@115821 😡
@115851 https://t.co/5MTai6ZbB4",We submitted our app to over 2 week’s ago; why is it still in progress? We’re very disappointed & annoyed 😡 https://t.co/5MTai6ZbB4,@129971 I'm sorry there hasn't been any progress on this. Please reach out to us at this link here: https://t.co/fZWLkVUdW3 ^VS,I'm sorry there hasn't been any progress on this. Please reach out to us at this link here: https://t.co/fZWLkVUdW3,https://t.co/fZWLkVUdW3,AmazonHelp,Wed Nov 01 21:08:59 +0000 2017,Wed Nov 01 21:16:44 +0000 2017
61054,61052,"I know I make this complaint regularly, but why is there a direct path from @176 to @115821 but not the other way around?","I know I make this complaint regularly, but why is there a direct path from to but not the other way around?",@129972 Hi Matthew! Are you requesting a direct path to Good Reads via the website or an Amazon device? ^SH,Hi Matthew! Are you requesting a direct path to Good Reads via the website or an Amazon device?,,AmazonHelp,Wed Nov 01 20:42:25 +0000 2017,Wed Nov 01 21:15:34 +0000 2017
